Region Name,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,Median_Columns
"Jasper County, MS",32501.0,30574.0,31861.0,33606.0,35019.0,35092.0,34806.0,35916.0,36987.0,40923.0,42806.0,
"Jefferson County, MS",24671.0,23420.0,24437.0,26401.0,26408.0,26405.0,26731.0,27925.0,28024.0,30871.0,32683.0,
"Jefferson Davis County, MS",27988.0,27808.0,27098.0,27754.0,28271.0,28845.0,30815.0,28043.0,31739.0,32077.0,35567.0,
"Jones County, MS",35696.0,37030.0,35322.0,36204.0,37367.0,36413.0,40283.0,39459.0,42435.0,41733.0,49115.0,
"Kemper County, MS",27711.0,27601.0,29162.0,30849.0,33015.0,30381.0,31018.0,32026.0,33437.0,33472.0,37305.0,
"Lafayette County, MS",38725.0,39853.0,40696.0,40749.0,40797.0,43435.0,42287.0,47899.0,49381.0,54034.0,55786.0,
"Lamar County, MS",49742.0,49250.0,48057.0,51337.0,51389.0,53205.0,57419.0,57125.0,58377.0,62606.0,62527.0,
"Lauderdale County, MS",34199.0,36420.0,35874.0,35038.0,38869.0,38334.0,40949.0,43538.0,40077.0,41604.0,44821.0,
"Lawrence County, MS",36844.0,35396.0,35342.0,36317.0,38471.0,39460.0,42291.0,38446.0,40510.0,43668.0,36272.0,
"Leake County, MS",31672.0,33007.0,30062.0,34099.0,32239.0,35804.0,35644.0,36031.0,37212.0,41007.0,43614.0,
"Lee County, MS",41026.0,40983.0,41371.0,43221.0,43374.0,43098.0,43834.0,51559.0,51088.0,50803.0,57936.0,
"Leflore County, MS",26037.0,24839.0,25075.0,24704.0,26439.0,26520.0,27573.0,25569.0,29244.0,29687.0,34818.0,
"Lincoln County, MS",35523.0,36112.0,35653.0,33632.0,36118.0,40627.0,39701.0,40898.0,43478.0,45062.0,44695.0,
"Lowndes County, MS",35774.0,38605.0,36626.0,38839.0,39937.0,41880.0,44142.0,42277.0,44348.0,49251.0,47860.0,
"Madison County, MS",57089.0,55692.0,60387.0,64657.0,66671.0,67482.0,65870.0,69820.0,75740.0,70824.0,67151.0,
"Marion County, MS",31026.0,31368.0,31334.0,32628.0,33428.0,34742.0,33416.0,28967.0,36408.0,38402.0,38727.0,
"Marshall County, MS",35443.0,32943.0,33423.0,36728.0,37554.0,38006.0,37561.0,38498.0,40285.0,43107.0,46117.0,
"Monroe County, MS",34468.0,34735.0,36089.0,36264.0,36810.0,38893.0,38208.0,40371.0,44681.0,42464.0,49114.0,
"Montgomery County, MS",30197.0,31249.0,29863.0,30128.0,31963.0,34264.0,34946.0,36182.0,36311.0,38475.0,40300.0,
"Neshoba County, MS",34698.0,34658.0,34881.0,34719.0,37686.0,38068.0,37195.0,38728.0,36236.0,41795.0,49215.0,
"Newton County, MS",34123.0,34269.0,33333.0,36904.0,35185.0,36991.0,37468.0,39898.0,40792.0,42962.0,49925.0,
"Noxubee County, MS",24699.0,21929.0,26021.0,26459.0,28730.0,28041.0,29330.0,30130.0,32167.0,32916.0,35880.0,
"Oktibbeha County, MS",33008.0,31937.0,32132.0,33594.0,34429.0,38011.0,36105.0,39387.0,39130.0,41631.0,44234.0,
"Panola County, MS",32377.0,32764.0,33489.0,33129.0,34526.0,35517.0,35570.0,35927.0,39198.0,40655.0,41060.0,
"Pearl River County, MS",39424.0,38276.0,36001.0,41706.0,38465.0,43420.0,43654.0,47757.0,45268.0,45874.0,50611.0,
"Perry County, MS",34470.0,34766.0,33667.0,34771.0,32459.0,37777.0,38064.0,38997.0,39687.0,43106.0,47073.0,
"Pike County, MS",29601.0,31142.0,32196.0,30835.0,30078.0,31976.0,32485.0,32525.0,33983.0,35044.0,37054.0,
"Pontotoc County, MS",37493.0,38348.0,39710.0,40245.0,40198.0,39977.0,41455.0,45396.0,44297.0,48910.0,53272.0,
"Prentiss County, MS",33940.0,32927.0,33705.0,34219.0,34794.0,38550.0,36558.0,36654.0,41281.0,43465.0,44543.0,
"Quitman County, MS",25507.0,24786.0,24117.0,26100.0,26204.0,26467.0,26210.0,26740.0,27767.0,29318.0,31077.0,
"Rankin County, MS",51007.0,59890.0,56101.0,55838.0,58368.0,58426.0,62284.0,65504.0,66296.0,67284.0,68583.0,
"Scott County, MS",32711.0,32004.0,32989.0,31850.0,32049.0,34469.0,34452.0,37201.0,38034.0,41532.0,42069.0,
"Sharkey County, MS",24987.0,26439.0,26139.0,27380.0,27877.0,27589.0,27880.0,28842.0,28887.0,31138.0,46163.0,
"Simpson County, MS",34843.0,32348.0,34538.0,35039.0,34338.0,37742.0,39568.0,38385.0,38173.0,47664.0,41988.0,
"Smith County, MS",36912.0,36311.0,34678.0,36581.0,38975.0,40637.0,38521.0,42517.0,46764.0,46296.0,48968.0,
"Stone County, MS",37975.0,39113.0,41097.0,40294.0,41136.0,42295.0,41884.0,44159.0,44622.0,47187.0,51493.0,
"Sunflower County, MS",26921.0,26788.0,25272.0,28562.0,29227.0,28184.0,29529.0,29704.0,31329.0,32948.0,35149.0,
"Tallahatchie County, MS",27352.0,27789.0,27121.0,29780.0,28456.0,29474.0,29233.0,30998.0,32692.0,31915.0,35150.0,
"Tate County, MS",41465.0,42201.0,40811.0,40624.0,40975.0,43376.0,45643.0,47296.0,48082.0,50188.0,61751.0,
"Tippah County, MS",33223.0,33701.0,34142.0,35908.0,37026.0,38297.0,38571.0,39695.0,39833.0,44696.0,45568.0,
"Tishomingo County, MS",33775.0,33494.0,34223.0,35891.0,35550.0,37740.0,37909.0,35031.0,41455.0,43341.0,48897.0,
"Tunica County, MS",29808.0,29631.0,30200.0,30033.0,30689.0,30970.0,30241.0,31492.0,33143.0,33993.0,36850.0,
"Union County, MS",37403.0,36925.0,40337.0,40148.0,37667.0,42120.0,44880.0,46979.0,46600.0,49320.0,50116.0,
"Walthall County, MS",30278.0,28707.0,28920.0,30289.0,31607.0,31202.0,32016.0,32078.0,33566.0,35465.0,30992.0,
"Warren County, MS",37578.0,38874.0,38911.0,41883.0,40397.0,40465.0,41162.0,44227.0,46049.0,46606.0,48283.0,
"Washington County, MS",25559.0,29287.0,28444.0,28948.0,30292.0,27539.0,30187.0,30865.0,33991.0,31018.0,35344.0,
"Wayne County, MS",32355.0,32817.0,33140.0,31688.0,35425.0,35989.0,35545.0,36339.0,37401.0,39036.0,36193.0,
"Webster County, MS",32798.0,32935.0,35278.0,34930.0,34073.0,40214.0,39192.0,39479.0,43349.0,46110.0,51351.0,
"Wilkinson County, MS",27622.0,26738.0,26894.0,26373.0,27596.0,28535.0,26390.0,27962.0,29900.0,32612.0,35394.0,
"Winston County, MS",31021.0,31826.0,32128.0,30961.0,34403.0,35216.0,36091.0,36305.0,39498.0,37596.0,44029.0,
"Yalobusha County, MS",31644.0,32022.0,32164.0,32660.0,34494.0,36062.0,35312.0,36834.0,39551.0,40515.0,42532.0,
"Yazoo County, MS",28474.0,28449.0,28499.0,28757.0,30313.0,34218.0,31773.0,33051.0,33111.0,34817.0,37367.0,
"Adair County, MO",32015.0,33639.0,32870.0,35282.0,35425.0,40222.0,36819.0,38784.0,40395.0,43044.0,49175.0,
"Andrew County, MO",53150.0,54994.0,55638.0,54185.0,56309.0,58675.0,53356.0,60759.0,57459.0,62823.0,69387.0,
"Atchison County, MO",43587.0,43322.0,45187.0,43215.0,45997.0,46339.0,45966.0,49469.0,49122.0,50516.0,53603.0,
"Audrain County, MO",40899.0,39554.0,38570.0,41164.0,41302.0,42480.0,42463.0,44212.0,44340.0,45609.0,48258.0,
"Barry County, MO",34838.0,36546.0,34712.0,36573.0,38139.0,37467.0,38060.0,40765.0,42457.0,47155.0,47853.0,
"Barton County, MO",36851.0,36076.0,37460.0,37723.0,37581.0,39633.0,40349.0,41796.0,41583.0,46397.0,46353.0,
"Bates County, MO",39265.0,40376.0,39382.0,38586.0,41462.0,45887.0,42133.0,45392.0,45955.0,48442.0,52140.0,
"Benton County, MO",30920.0,36255.0,32409.0,32563.0,33236.0,34156.0,36413.0,39588.0,40025.0,42144.0,44141.0,
"Bollinger County, MO",36972.0,38565.0,37664.0,37627.0,39033.0,41623.0,40935.0,43611.0,44233.0,45868.0,48198.0,
"Boone County, MO",42202.0,46769.0,45885.0,49118.0,50305.0,50865.0,52824.0,52179.0,55136.0,58029.0,62673.0,
"Buchanan County, MO",41210.0,42031.0,41774.0,43461.0,45431.0,48294.0,47517.0,46516.0,52506.0,49216.0,53133.0,
"Butler County, MO",32919.0,33480.0,34414.0,35381.0,35774.0,35509.0,35494.0,39642.0,38067.0,41327.0,42099.0,
"Caldwell County, MO",39216.0,44206.0,40814.0,41546.0,43111.0,44470.0,44952.0,44252.0,47591.0,52872.0,47870.0,
"Callaway County, MO",47098.0,45968.0,44391.0,45573.0,49384.0,50514.0,53186.0,53317.0,53970.0,58720.0,61268.0,
"Camden County, MO",42955.0,40370.0,41858.0,41314.0,44410.0,49393.0,47373.0,51489.0,48580.0,51460.0,64357.0,
"Cape Girardeau County, MO",44569.0,41755.0,45979.0,44248.0,47705.0,49615.0,50227.0,51955.0,51962.0,57618.0,57763.0,
"Carroll County, MO",39071.0,40035.0,41139.0,41279.0,39017.0,43638.0,44581.0,45404.0,47049.0,50628.0,51891.0,
"Carter County, MO",28524.0,27878.0,29156.0,30017.0,32170.0,32269.0,33283.0,33793.0,34134.0,36383.0,38854.0,
"Cass County, MO",57368.0,54969.0,56402.0,63031.0,60970.0,62996.0,64422.0,65839.0,71374.0,73882.0,82068.0,
"Cedar County, MO",31542.0,30536.0,32077.0,30816.0,33631.0,37654.0,35998.0,37958.0,37288.0,38427.0,40130.0,
"Chariton County, MO",39800.0,41409.0,41066.0,40352.0,43049.0,46230.0,44229.0,44587.0,48421.0,50589.0,60521.0,
"Christian County, MO",48041.0,50426.0,52413.0,51394.0,51831.0,54044.0,54273.0,58931.0,58057.0,63400.0,67585.0,
"Clark County, MO",36809.0,38597.0,38650.0,39712.0,43298.0,43225.0,43975.0,43130.0,46832.0,46001.0,47750.0,
"Clay County, MO",55835.0,59039.0,58151.0,60641.0,61598.0,65106.0,65973.0,67666.0,68943.0,70705.0,74950.0,
"Clinton County, MO",51846.0,49202.0,55392.0,52461.0,51221.0,59655.0,58371.0,57807.0,58641.0,64541.0,66492.0,
"Cole County, MO",52835.0,54396.0,51555.0,52023.0,51885.0,56393.0,55767.0,55315.0,62817.0,61847.0,63486.0,
"Cooper County, MO",41925.0,42482.0,42857.0,44397.0,42166.0,46632.0,47187.0,48851.0,52513.0,56957.0,51221.0,
"Crawford County, MO",34555.0,38215.0,34840.0,37299.0,37379.0,38491.0,41139.0,39306.0,42774.0,48315.0,43785.0,
"Dade County, MO",33452.0,33754.0,34416.0,36720.0,37173.0,38516.0,37884.0,39127.0,41381.0,42421.0,46535.0,
"Dallas County, MO",37589.0,33535.0,33997.0,37540.0,34987.0,37780.0,36178.0,38685.0,38765.0,42389.0,43482.0,
"Daviess County, MO",38279.0,38820.0,39549.0,38332.0,41610.0,43135.0,43519.0,45342.0,51255.0,48197.0,49830.0,
"De Kalb County, MO",41804.0,41264.0,42004.0,44286.0,42174.0,44429.0,46835.0,48060.0,48920.0,53997.0,52868.0,
"Dent County, MO",34327.0,34288.0,33413.0,34761.0,34411.0,36808.0,38722.0,35445.0,39392.0,45540.0,44057.0,
"Douglas County, MO",29830.0,30071.0,30550.0,31289.0,31805.0,32979.0,33121.0,34265.0,36762.0,39773.0,46079.0,
"Dunklin County, MO",29372.0,32018.0,29976.0,32050.0,31486.0,31920.0,33237.0,33721.0,37331.0,38880.0,42512.0,
"Franklin County, MO",47530.0,47663.0,45061.0,51138.0,51978.0,50438.0,55496.0,55937.0,58738.0,61428.0,62781.0,
"Gasconade County, MO",39688.0,39751.0,40723.0,41270.0,44065.0,47717.0,48593.0,48711.0,52282.0,53751.0,54487.0,
"Gentry County, MO",35755.0,37314.0,38661.0,39265.0,39444.0,43811.0,42402.0,43182.0,43731.0,53663.0,48338.0,
"Greene County, MO",38059.0,40423.0,40570.0,38525.0,40386.0,43885.0,42802.0,45608.0,44799.0,45313.0,46934.0,
"Grundy County, MO",35017.0,35002.0,35256.0,37172.0,37911.0,38763.0,40303.0,40305.0,40315.0,44323.0,45363.0,
"Harrison County, MO",34324.0,35626.0,37053.0,36229.0,37486.0,38005.0,39021.0,40139.0,40639.0,43016.0,43642.0,
"Henry County, MO",37016.0,38410.0,41189.0,39666.0,39232.0,42455.0,42607.0,43615.0,44978.0,46995.0,53544.0,
"Hickory County, MO",27957.0,30049.0,30163.0,30040.0,33707.0,31320.0,33649.0,35170.0,35025.0,32934.0,36049.0,
"Holt County, MO",39141.0,41054.0,40036.0,41213.0,41652.0,42845.0,42240.0,46560.0,47191.0,47429.0,49531.0,
"Howard County, MO",39383.0,42733.0,37742.0,41356.0,44188.0,44634.0,48518.0,45858.0,45767.0,49923.0,53190.0,
"Howell County, MO",33211.0,31645.0,32492.0,31665.0,32662.0,36604.0,36323.0,35483.0,36762.0,40177.0,45808.0,
"Iron County, MO",33059.0,32173.0,34913.0,32994.0,33091.0,33415.0,34133.0,35682.0,37755.0,39292.0,41744.0,
"Jackson County, MO",44620.0,44508.0,44634.0,46802.0,46185.0,48364.0,50822.0,52585.0,55864.0,57907.0,56398.0,
"Jasper County, MO",37565.0,39359.0,37743.0,40530.0,40047.0,43724.0,44699.0,46611.0,46596.0,46021.0,51329.0,
"Jefferson County, MO",52841.0,51008.0,53013.0,55305.0,58976.0,58747.0,61508.0,62334.0,65150.0,68779.0,67191.0,
"Johnson County, MO",43327.0,48483.0,44742.0,45011.0,49949.0,44109.0,50257.0,54417.0,52151.0,58396.0,58373.0,
"Knox County, MO",33076.0,33381.0,33164.0,34894.0,37581.0,40356.0,36770.0,36866.0,39309.0,41755.0,41838.0,
"Laclede County, MO",35688.0,37442.0,36670.0,36632.0,36895.0,40741.0,40885.0,45267.0,44562.0,43969.0,46191.0,
"Lafayette County, MO",45621.0,47604.0,46765.0,46878.0,48128.0,50325.0,52065.0,51745.0,53389.0,62264.0,62043.0,
"Lawrence County, MO",38800.0,41128.0,35385.0,38724.0,39908.0,41619.0,41934.0,42856.0,45074.0,45746.0,48101.0,
"Lewis County, MO",36501.0,40795.0,41204.0,41187.0,41891.0,45592.0,43813.0,46517.0,48179.0,40782.0,42710.0,
"Lincoln County, MO",50307.0,50523.0,53542.0,54144.0,53804.0,54584.0,56833.0,67986.0,62238.0,69178.0,70054.0,
"Linn County, MO",35323.0,35697.0,36602.0,37773.0,37597.0,39618.0,41176.0,42331.0,44992.0,45774.0,47506.0,
"Livingston County, MO",39821.0,37956.0,39399.0,38839.0,47937.0,40808.0,41759.0,45448.0,48749.0,49065.0,51402.0,
"McDonald County, MO",33352.0,34497.0,32618.0,35915.0,34863.0,37939.0,37594.0,38468.0,40204.0,39615.0,45446.0,
"Macon County, MO",37130.0,36969.0,36801.0,38110.0,35345.0,41080.0,40603.0,40037.0,45440.0,45717.0,49013.0,
"Madison County, MO",33841.0,32734.0,33280.0,33631.0,35363.0,35745.0,36909.0,38206.0,40191.0,43919.0,45002.0,
"Maries County, MO",38877.0,38568.0,41258.0,40404.0,40165.0,43970.0,43192.0,44366.0,46371.0,49712.0,47698.0,
"Marion County, MO",39975.0,36120.0,40726.0,40981.0,42088.0,41297.0,45187.0,45064.0,49393.0,50803.0,54230.0,
"Mercer County, MO",35184.0,35483.0,38007.0,38726.0,38023.0,43244.0,42239.0,42048.0,46014.0,44343.0,45934.0,
"Miller County, MO",34266.0,35573.0,36070.0,36552.0,37360.0,40077.0,41274.0,42042.0,47225.0,49252.0,51348.0,
"Mississippi County, MO",30252.0,29533.0,28412.0,31421.0,30661.0,33283.0,32388.0,34185.0,34735.0,36802.0,39621.0,
"Moniteau County, MO",44475.0,43931.0,42684.0,46123.0,47158.0,50525.0,50241.0,49452.0,57047.0,57321.0,51138.0,
"Monroe County, MO",36950.0,40176.0,39286.0,38940.0,41376.0,44048.0,41630.0,42299.0,46216.0,48399.0,48661.0,
"Montgomery County, MO",38145.0,38722.0,39493.0,39750.0,42105.0,41470.0,42701.0,47044.0,48951.0,50282.0,56447.0,
"Morgan County, MO",34374.0,34885.0,33618.0,32761.0,36867.0,39219.0,38412.0,41908.0,45276.0,44473.0,51582.0,
"New Madrid County, MO",32921.0,35522.0,34544.0,34927.0,34631.0,36386.0,33037.0,38542.0,38093.0,42115.0,41553.0,
"Newton County, MO",40955.0,41722.0,41623.0,41440.0,45448.0,46125.0,46170.0,49161.0,49220.0,53251.0,52798.0,
"Nodaway County, MO",39823.0,38478.0,40296.0,41952.0,42956.0,44119.0,44923.0,44273.0,46698.0,47419.0,55821.0,
"Oregon County, MO",27646.0,27616.0,28146.0,29464.0,29415.0,33573.0,30126.0,31714.0,32720.0,35356.0,37835.0,
"Osage County, MO",49058.0,49977.0,49989.0,48990.0,51958.0,55962.0,55781.0,57694.0,58855.0,60728.0,62679.0,
"Ozark County, MO",28709.0,30284.0,31430.0,30799.0,31025.0,31838.0,32042.0,33284.0,34367.0,36019.0,38606.0,
"Pemiscot County, MO",28152.0,26647.0,30295.0,28664.0,32120.0,29621.0,33293.0,32224.0,31831.0,34280.0,34498.0,
"Perry County, MO",43200.0,43899.0,47227.0,53798.0,50548.0,47226.0,51922.0,52132.0,53871.0,57032.0,55605.0,
"Pettis County, MO",36882.0,38026.0,37255.0,39527.0,40038.0,42137.0,42089.0,44867.0,45254.0,48516.0,52261.0,
"Phelps County, MO",39765.0,39880.0,38999.0,38930.0,40710.0,40676.0,40738.0,41330.0,43079.0,46573.0,50420.0,
"Pike County, MO",37169.0,38595.0,38919.0,39499.0,44408.0,43007.0,43617.0,44040.0,43591.0,49089.0,51255.0,
"Platte County, MO",67791.0,63676.0,67299.0,68411.0,70874.0,72548.0,77933.0,75651.0,82567.0,84456.0,86924.0,
"Polk County, MO",34837.0,38112.0,37677.0,38023.0,38344.0,41326.0,44357.0,44214.0,45336.0,44837.0,50691.0,
"Pulaski County, MO",48374.0,49600.0,46579.0,49499.0,47227.0,46756.0,50870.0,53168.0,52532.0,55620.0,59126.0,
"Putnam County, MO",32643.0,34146.0,35217.0,34106.0,34684.0,37286.0,40150.0,38024.0,40866.0,42434.0,46546.0,
"Ralls County, MO",43763.0,46640.0,47429.0,49393.0,51738.0,51015.0,51564.0,53965.0,57549.0,63419.0,57061.0,
"Randolph County, MO",37537.0,36590.0,38882.0,38988.0,41346.0,39976.0,43386.0,47327.0,44975.0,48043.0,51924.0,
"Ray County, MO",50278.0,52222.0,48680.0,52430.0,51986.0,54361.0,57589.0,61592.0,58693.0,61678.0,64014.0,
"Reynolds County, MO",29819.0,29475.0,30093.0,32089.0,31820.0,34076.0,33487.0,34424.0,36592.0,37415.0,39089.0,
"Ripley County, MO",29213.0,27794.0,29942.0,30843.0,30019.0,34069.0,30796.0,32331.0,32802.0,35788.0,37771.0,
"St. Charles County, MO",65281.0,67074.0,70456.0,70468.0,74220.0,74009.0,80696.0,81827.0,82048.0,89236.0,90567.0,
"St. Clair County, MO",30998.0,30098.0,31503.0,30612.0,33986.0,35128.0,35683.0,35230.0,37013.0,39319.0,41486.0,
"Ste. Genevieve County, MO",48031.0,48217.0,48977.0,48266.0,46874.0,52806.0,57701.0,58797.0,59043.0,61662.0,58618.0,
"St. Francois County, MO",35630.0,35252.0,35883.0,37696.0,40376.0,41222.0,42851.0,41708.0,45584.0,43886.0,48476.0,
"St. Louis County, MO",55290.0,55131.0,56409.0,59284.0,60093.0,61569.0,62756.0,64926.0,66992.0,70161.0,68964.0,
"Saline County, MO",37537.0,38379.0,38788.0,38230.0,41112.0,41958.0,43095.0,43235.0,43776.0,47324.0,52850.0,
"Schuyler County, MO",31978.0,33322.0,31833.0,36029.0,34644.0,37851.0,38134.0,32860.0,39463.0,43183.0,46191.0,
"Scotland County, MO",36272.0,36804.0,35365.0,36511.0,38281.0,41324.0,39399.0,40900.0,42053.0,46871.0,47740.0,
"Scott County, MO",37457.0,37793.0,38105.0,40441.0,40532.0,40285.0,41738.0,42581.0,44261.0,44924.0,52864.0,
"Shannon County, MO",26600.0,25684.0,27750.0,26538.0,27382.0,28171.0,29499.0,29152.0,32715.0,36477.0,37599.0,
"Shelby County, MO",37829.0,35321.0,38301.0,40420.0,42498.0,41696.0,40679.0,42444.0,44564.0,45939.0,48430.0,
"Stoddard County, MO",35994.0,35916.0,38194.0,37689.0,38329.0,38773.0,37694.0,41824.0,40808.0,42363.0,47372.0,
"Stone County, MO",37788.0,37302.0,39726.0,39018.0,40642.0,42186.0,43092.0,44384.0,46026.0,50262.0,51797.0,
"Sullivan County, MO",33932.0,36039.0,37056.0,37039.0,36642.0,41405.0,40770.0,40517.0,41978.0,43421.0,43387.0,
"Taney County, MO",34281.0,36176.0,35613.0,34860.0,35731.0,39320.0,38268.0,43110.0,40887.0,49314.0,44670.0,
"Texas County, MO",32076.0,32193.0,32116.0,34266.0,33755.0,34935.0,33879.0,33457.0,34824.0,38914.0,38985.0,
"Vernon County, MO",34985.0,37342.0,38242.0,35090.0,40267.0,40186.0,39036.0,41284.0,42552.0,46182.0,45874.0,
"Warren County, MO",49157.0,50773.0,49068.0,52517.0,52959.0,51933.0,54756.0,59723.0,62056.0,63726.0,69678.0,
"Washington County, MO",32823.0,30896.0,33397.0,33491.0,34581.0,37986.0,35745.0,37318.0,38591.0,41198.0,42683.0,
"Wayne County, MO",28626.0,28066.0,30729.0,31208.0,30721.0,32566.0,30793.0,33390.0,33703.0,35397.0,43848.0,
"Webster County, MO",42966.0,39261.0,42285.0,44069.0,41561.0,43418.0,46989.0,46039.0,51141.0,54844.0,55431.0,
"Worth County, MO",34246.0,38105.0,35127.0,37832.0,38802.0,43443.0,41338.0,41017.0,43119.0,45023.0,44361.0,
"Wright County, MO",29608.0,27007.0,30349.0,29605.0,31600.0,32634.0,32722.0,33191.0,35293.0,39384.0,39521.0,
"St. Louis City, MO",32767.0,32576.0,32084.0,34346.0,35681.0,37948.0,39954.0,40876.0,43263.0,46309.0,45773.0,
"Beaverhead County, MT",35952.0,38632.0,38381.0,40054.0,41602.0,41083.0,40218.0,55842.0,47674.0,49771.0,52613.0,
"Big Horn County, MT",34507.0,34778.0,36322.0,38026.0,38871.0,41008.0,39445.0,41957.0,40425.0,43718.0,42823.0,
"Blaine County, MT",31724.0,36562.0,36250.0,35215.0,35740.0,34667.0,36852.0,37653.0,39237.0,44090.0,45936.0,
"Broadwater County, MT",40730.0,44183.0,45833.0,46246.0,49758.0,51360.0,50791.0,54523.0,52840.0,60622.0,61641.0,
"Carbon County, MT",42256.0,43223.0,43641.0,46413.0,47520.0,49389.0,53794.0,52726.0,53661.0,57585.0,62465.0,
"Carter County, MT",34240.0,35540.0,35707.0,39017.0,41466.0,46398.0,47280.0,44774.0,47985.0,49057.0,48286.0,
"Cascade County, MT",41827.0,42525.0,42192.0,43674.0,42903.0,45597.0,45569.0,47882.0,50054.0,51732.0,53357.0,
"Chouteau County, MT",38434.0,38106.0,39833.0,41177.0,41004.0,40280.0,40718.0,42598.0,44645.0,48017.0,50607.0,
"Custer County, MT",39469.0,42308.0,41059.0,43958.0,47493.0,47510.0,48935.0,47675.0,50525.0,49379.0,59804.0,
"Daniels County, MT",39453.0,43585.0,47421.0,51400.0,47376.0,43918.0,49333.0,47032.0,44659.0,50001.0,50312.0,
"Dawson County, MT",44548.0,44925.0,47120.0,50650.0,50540.0,56648.0,55312.0,54210.0,56167.0,56677.0,55845.0,
"Deer Lodge County, MT",36135.0,34375.0,36125.0,37542.0,38178.0,37979.0,38394.0,44295.0,45641.0,41780.0,47362.0,
"Fallon County, MT",48347.0,50823.0,50108.0,59083.0,59102.0,59928.0,54158.0,60495.0,62029.0,65651.0,62597.0,
"Fergus County, MT",37669.0,38912.0,40114.0,41111.0,42915.0,43823.0,45520.0,49892.0,49147.0,48703.0,49576.0,
"Flathead County, MT",42278.0,44006.0,45742.0,46885.0,47351.0,48063.0,50249.0,57389.0,54382.0,61334.0,58959.0,
"Gallatin County, MT",49354.0,50042.0,51394.0,56680.0,51569.0,57358.0,60439.0,61446.0,67569.0,73731.0,70029.0,
"Garfield County, MT",36638.0,34607.0,34414.0,38663.0,42757.0,45987.0,43328.0,43753.0,44580.0,43106.0,45892.0,
"Glacier County, MT",32460.0,33766.0,34508.0,33648.0,33428.0,31666.0,37207.0,38345.0,37719.0,41808.0,40817.0,
"Golden Valley County, MT",33265.0,32236.0,33550.0,36747.0,37316.0,37883.0,38276.0,35850.0,38782.0,40469.0,42741.0,
"Granite County, MT",36448.0,38140.0,39713.0,41391.0,47902.0,43470.0,43469.0,44834.0,48410.0,49646.0,53407.0,
"Hill County, MT",39678.0,42014.0,41194.0,43244.0,43509.0,44178.0,41705.0,48470.0,50136.0,51881.0,49734.0,
"Jefferson County, MT",58241.0,56280.0,59105.0,59001.0,61575.0,62508.0,62734.0,66813.0,68381.0,70929.0,80071.0,
"Judith Basin County, MT",35631.0,37657.0,38878.0,41731.0,43272.0,45472.0,44607.0,43748.0,50197.0,49401.0,50610.0,
"Lake County, MT",35558.0,37135.0,33021.0,39219.0,38221.0,39383.0,40888.0,42265.0,44833.0,49019.0,52493.0,
"Lewis and Clark County, MT",50889.0,52510.0,54096.0,53982.0,53572.0,56755.0,60370.0,59819.0,63860.0,66075.0,60664.0,
"Liberty County, MT",31851.0,35769.0,35414.0,39073.0,37911.0,40052.0,38535.0,41798.0,42742.0,41240.0,53415.0,
"Lincoln County, MT",33908.0,33656.0,34764.0,34926.0,36734.0,37281.0,37793.0,38257.0,40602.0,43669.0,42501.0,
"McCone County, MT",39062.0,39993.0,38345.0,41918.0,43132.0,44387.0,46001.0,44001.0,43650.0,48551.0,46755.0,
"Madison County, MT",42174.0,42799.0,41367.0,44046.0,41539.0,49872.0,51252.0,50248.0,53031.0,56579.0,58201.0,
"Meagher County, MT",29026.0,35591.0,32643.0,35694.0,36903.0,41391.0,39284.0,43001.0,44572.0,43946.0,43666.0,
"Mineral County, MT",33333.0,33416.0,33935.0,36169.0,36449.0,39584.0,39933.0,42452.0,43458.0,43928.0,57169.0,
"Missoula County, MT",44084.0,42082.0,44320.0,45895.0,44716.0,44998.0,47086.0,53141.0,56207.0,57279.0,63409.0,
"Musselshell County, MT",36188.0,37495.0,39474.0,39403.0,39827.0,41791.0,42103.0,42255.0,43371.0,48290.0,50533.0,
"Park County, MT",37835.0,42332.0,40399.0,42439.0,42942.0,45642.0,45405.0,49550.0,61044.0,51740.0,56657.0,
"Petroleum County, MT",29656.0,31891.0,33613.0,37276.0,35092.0,42919.0,43230.0,43669.0,41009.0,42081.0,38661.0,
"Phillips County, MT",36144.0,37217.0,38913.0,40202.0,41595.0,38105.0,42550.0,44168.0,44730.0,47679.0,46821.0,
"Pondera County, MT",35091.0,37218.0,37441.0,40694.0,39292.0,41168.0,39984.0,42175.0,42890.0,48542.0,49447.0,
"Powder River County, MT",36550.0,38756.0,40396.0,43107.0,44644.0,50491.0,47996.0,49446.0,47378.0,47843.0,60462.0,
"Powell County, MT",36872.0,37850.0,37323.0,39820.0,40072.0,42755.0,44863.0,45418.0,48966.0,49387.0,52904.0,
"Prairie County, MT",32963.0,35144.0,35991.0,41843.0,40140.0,42187.0,43592.0,43238.0,42754.0,46663.0,48577.0,
"Ravalli County, MT",39409.0,39421.0,38445.0,39487.0,42902.0,48468.0,44851.0,49997.0,50055.0,57209.0,58781.0,
"Richland County, MT",49444.0,55593.0,56492.0,64171.0,65738.0,68196.0,65277.0,63343.0,67242.0,69095.0,69169.0,
"Roosevelt County, MT",35141.0,33152.0,34278.0,34291.0,37511.0,39147.0,40129.0,42379.0,40179.0,38409.0,43256.0,
