Region Name,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,Median_Columns
"Autauga County, AL",53049.0,48863.0,51441.0,51868.0,54366.0,56580.0,54487.0,58343.0,59338.0,58233.0,67565.0,
"Baldwin County, AL",47618.0,50144.0,48867.0,47539.0,49626.0,52387.0,56460.0,56607.0,57588.0,59871.0,71135.0,
"Barbour County, AL",33074.0,30117.0,30287.0,30981.0,34971.0,31433.0,32884.0,32490.0,34382.0,35972.0,38866.0,
"Bibb County, AL",35472.0,37347.0,37392.0,39781.0,39546.0,40767.0,43079.0,45795.0,46064.0,47918.0,50907.0,
"Blount County, AL",42906.0,41940.0,44225.0,44392.0,45567.0,50487.0,47213.0,48253.0,50412.0,52902.0,55203.0,
"Bullock County, AL",25969.0,26038.0,25854.0,25937.0,26580.0,28251.0,34278.0,29113.0,29267.0,31906.0,33124.0,
"Butler County, AL",29500.0,30489.0,30605.0,31041.0,32512.0,33868.0,35409.0,36842.0,37365.0,39944.0,42268.0,
"Calhoun County, AL",37916.0,39060.0,39212.0,37898.0,41123.0,42091.0,41778.0,45937.0,45400.0,47747.0,50259.0,
"Chambers County, AL",30061.0,33500.0,32320.0,33883.0,34116.0,35560.0,39530.0,36883.0,39917.0,42015.0,39318.0,
"Cherokee County, AL",34410.0,34738.0,37868.0,37478.0,38013.0,39144.0,41456.0,44842.0,42132.0,45982.0,50388.0,
"Chilton County, AL",38553.0,38833.0,39621.0,41348.0,41450.0,42767.0,44188.0,46405.0,47547.0,49692.0,52693.0,
"Choctaw County, AL",32003.0,32940.0,33390.0,33581.0,35049.0,35089.0,32691.0,36711.0,39907.0,39808.0,41649.0,
"Clarke County, AL",33739.0,32642.0,34606.0,34593.0,36620.0,37317.0,34061.0,36719.0,40741.0,43822.0,44178.0,
"Clay County, AL",33035.0,32454.0,34579.0,33344.0,35940.0,38908.0,38512.0,39642.0,39201.0,40562.0,44763.0,
"Cleburne County, AL",37566.0,39153.0,38235.0,40407.0,40418.0,42136.0,43483.0,45480.0,46495.0,51276.0,50134.0,
"Coffee County, AL",40779.0,42173.0,45631.0,44666.0,46931.0,46858.0,48632.0,51998.0,55122.0,57299.0,54203.0,
"Colbert County, AL",37455.0,37269.0,39771.0,40032.0,43057.0,41171.0,46572.0,46100.0,49055.0,46683.0,54185.0,
"Conecuh County, AL",27855.0,26914.0,27110.0,27196.0,29101.0,29981.0,29758.0,30796.0,32613.0,41539.0,34664.0,
"Coosa County, AL",33721.0,34391.0,32960.0,35175.0,34679.0,36078.0,36441.0,42442.0,42423.0,42024.0,46509.0,
"Covington County, AL",33484.0,32138.0,34017.0,35187.0,36149.0,36355.0,35010.0,39093.0,40203.0,44836.0,43544.0,
"Crenshaw County, AL",35577.0,34534.0,33648.0,34105.0,34445.0,36759.0,37374.0,38419.0,39057.0,43309.0,45927.0,
"Cullman County, AL",37948.0,39395.0,37938.0,40142.0,39922.0,39290.0,41543.0,45925.0,45796.0,50897.0,51844.0,
"Dale County, AL",41287.0,41568.0,40125.0,41805.0,41940.0,45294.0,40523.0,42572.0,45309.0,45120.0,48493.0,
"Dallas County, AL",26195.0,25859.0,27400.0,27524.0,26602.0,29682.0,30488.0,31329.0,34035.0,34034.0,37679.0,
"De Kalb County, AL",34822.0,35487.0,37644.0,36713.0,36241.0,37305.0,37128.0,39906.0,39491.0,44277.0,47156.0,
"Elmore County, AL",51013.0,54866.0,52324.0,51650.0,54298.0,53548.0,54553.0,59652.0,60367.0,62310.0,62524.0,
"Escambia County, AL",31365.0,32838.0,33588.0,33455.0,37077.0,36840.0,35096.0,37870.0,38418.0,42712.0,41212.0,
"Etowah County, AL",36088.0,34927.0,35737.0,38587.0,39904.0,42145.0,40972.0,41791.0,44903.0,43047.0,47872.0,
"Fayette County, AL",32643.0,32648.0,35720.0,35661.0,35664.0,37085.0,38403.0,39394.0,39254.0,44212.0,45937.0,
"Franklin County, AL",33649.0,33705.0,33173.0,33332.0,33881.0,38535.0,37049.0,41025.0,39388.0,44874.0,40448.0,
"Geneva County, AL",34418.0,33835.0,33347.0,35378.0,34425.0,36289.0,36976.0,38561.0,37823.0,43089.0,39882.0,
"Greene County, AL",27117.0,24738.0,24592.0,25864.0,26504.0,25398.0,26559.0,28108.0,28524.0,28699.0,33609.0,
"Hale County, AL",31790.0,31044.0,31025.0,33597.0,33315.0,35470.0,35381.0,34905.0,34724.0,40745.0,41836.0,
"Henry County, AL",37851.0,39788.0,37108.0,41590.0,39930.0,42501.0,41426.0,48094.0,46027.0,48597.0,51126.0,
"Houston County, AL",39290.0,40428.0,40609.0,39636.0,40124.0,43568.0,42910.0,44753.0,47993.0,50138.0,54391.0,
"Jackson County, AL",36158.0,36746.0,39618.0,37204.0,36923.0,40201.0,41407.0,42658.0,41929.0,44322.0,46606.0,
"Jefferson County, AL",41740.0,42053.0,43967.0,45024.0,44852.0,48415.0,50109.0,50731.0,55013.0,54127.0,57802.0,
"Lamar County, AL",32993.0,34731.0,33940.0,36475.0,34553.0,36520.0,38358.0,39796.0,40936.0,42686.0,40204.0,
"Lauderdale County, AL",39213.0,40195.0,41536.0,43586.0,41324.0,43008.0,44124.0,46646.0,48707.0,48188.0,52293.0,
"Lawrence County, AL",37365.0,38132.0,38524.0,40713.0,41574.0,41771.0,43107.0,42912.0,43909.0,47797.0,48924.0,
"Lee County, AL",40102.0,42539.0,43182.0,44647.0,41256.0,46442.0,47749.0,51372.0,48937.0,54160.0,58963.0,
"Limestone County, AL",49667.0,46760.0,49616.0,50148.0,51175.0,55060.0,52181.0,57342.0,64863.0,64729.0,70850.0,
"Lowndes County, AL",28754.0,28043.0,28544.0,29734.0,30675.0,31117.0,32011.0,33130.0,33973.0,33930.0,37499.0,
"Macon County, AL",27041.0,27591.0,27709.0,29228.0,28518.0,29522.0,30681.0,30849.0,32495.0,34281.0,37736.0,
"Madison County, AL",54633.0,55298.0,57072.0,58258.0,58833.0,59117.0,61193.0,62750.0,63755.0,68609.0,67810.0,
"Marengo County, AL",33085.0,31995.0,31888.0,33749.0,32977.0,35389.0,34794.0,37469.0,37733.0,38838.0,43198.0,
"Marion County, AL",32080.0,30926.0,32237.0,34162.0,37707.0,34977.0,36386.0,38049.0,37887.0,44675.0,44333.0,
"Marshall County, AL",38859.0,38876.0,36960.0,38399.0,36536.0,40599.0,42117.0,42751.0,46233.0,48913.0,51417.0,
"Mobile County, AL",39753.0,41867.0,39546.0,42278.0,42943.0,42530.0,45233.0,45615.0,43598.0,49492.0,50871.0,
"Monroe County, AL",31744.0,31072.0,36221.0,32696.0,34733.0,35163.0,36639.0,36432.0,39556.0,40005.0,38812.0,
"Montgomery County, AL",41556.0,42962.0,41430.0,44013.0,43054.0,42666.0,45111.0,45833.0,49640.0,52711.0,49607.0,
"Morgan County, AL",44859.0,43615.0,44766.0,44079.0,45082.0,47234.0,46843.0,49274.0,52797.0,54355.0,55688.0,
"Perry County, AL",24742.0,22175.0,25215.0,25461.0,27403.0,26218.0,25221.0,26703.0,26814.0,29572.0,33712.0,
"Pickens County, AL",31032.0,31079.0,31433.0,32314.0,31933.0,33160.0,35968.0,38379.0,37586.0,40249.0,41870.0,
"Pike County, AL",32771.0,32345.0,32411.0,35944.0,31844.0,34442.0,35172.0,40680.0,37259.0,41271.0,43141.0,
"Randolph County, AL",32584.0,34517.0,35024.0,35121.0,36939.0,37333.0,40283.0,41112.0,40546.0,42922.0,46679.0,
"Russell County, AL",32733.0,32632.0,34310.0,35762.0,35585.0,36124.0,38617.0,36186.0,39104.0,43670.0,40821.0,
"St. Clair County, AL",48296.0,48040.0,50989.0,52437.0,50571.0,53558.0,57856.0,52755.0,57284.0,65403.0,61973.0,
"Shelby County, AL",67135.0,66362.0,67244.0,68718.0,69432.0,70879.0,74212.0,74098.0,75663.0,77801.0,88444.0,
"Sumter County, AL",25586.0,23531.0,24059.0,24504.0,25413.0,25931.0,26814.0,26495.0,27859.0,29209.0,32275.0,
"Talladega County, AL",35646.0,33856.0,34785.0,38505.0,39999.0,37911.0,40555.0,41733.0,41630.0,47719.0,44802.0,
"Tallapoosa County, AL",34440.0,37686.0,36463.0,37747.0,36779.0,39051.0,40169.0,44469.0,42205.0,47100.0,46654.0,
"Tuscaloosa County, AL",43098.0,42086.0,41495.0,45959.0,46892.0,47868.0,47483.0,51644.0,52557.0,52307.0,56610.0,
"Walker County, AL",36044.0,35423.0,36600.0,37193.0,37245.0,37305.0,39511.0,41925.0,45434.0,45991.0,46519.0,
"Washington County, AL",37639.0,39203.0,39173.0,41115.0,41321.0,42658.0,37575.0,44249.0,44424.0,48864.0,36346.0,
"Wilcox County, AL",21611.0,20990.0,22126.0,23184.0,24035.0,23014.0,24216.0,25700.0,25385.0,30998.0,31909.0,
"Winston County, AL",32574.0,31018.0,32663.0,33578.0,35528.0,36497.0,38644.0,38562.0,41156.0,40827.0,46453.0,
"Aleutians East Borough, AK",47077.0,51289.0,51514.0,56856.0,55462.0,57015.0,63991.0,69375.0,70081.0,66923.0,79128.0,
"Aleutians West Census Area, AK",58517.0,59362.0,69192.0,74088.0,68387.0,80695.0,78151.0,80290.0,82633.0,84726.0,92216.0,
"Anchorage Borough/municipality, AK",70524.0,71237.0,71094.0,76362.0,75200.0,77791.0,83959.0,78579.0,82113.0,82512.0,84577.0,
"Bethel Census Area, AK",45481.0,43314.0,41722.0,42876.0,45808.0,44849.0,46634.0,45582.0,44304.0,48262.0,52214.0,
"Bristol Bay Borough, AK",62912.0,61905.0,66178.0,65283.0,75364.0,66373.0,68026.0,70094.0,77257.0,87950.0,87032.0,
"Denali Borough, AK",61004.0,68899.0,66325.0,68103.0,69692.0,73000.0,72378.0,73220.0,75477.0,78434.0,80192.0,
"Dillingham Census Area, AK",46845.0,46427.0,47498.0,47930.0,51082.0,50753.0,52250.0,52641.0,54524.0,57436.0,72334.0,
"Fairbanks North Star Borough, AK",60472.0,64396.0,63979.0,67204.0,67801.0,70881.0,73427.0,74241.0,74268.0,74076.0,76650.0,
"Haines Borough, AK",46111.0,51350.0,49890.0,55295.0,67260.0,57876.0,53471.0,53413.0,58943.0,62548.0,105044.0,
"Hoonah-Angoon Census Area, AK",38122.0,40896.0,40371.0,42276.0,51687.0,53726.0,53884.0,50573.0,51188.0,53141.0,55593.0,
"Juneau Borough/city, AK",69844.0,74219.0,76967.0,83642.0,80835.0,82892.0,82011.0,90436.0,79173.0,85419.0,89204.0,
"Kenai Peninsula Borough, AK",57347.0,60360.0,60431.0,61629.0,62532.0,62025.0,68501.0,63559.0,65439.0,68625.0,68448.0,
"Ketchikan Gateway Borough, AK",58073.0,59092.0,61296.0,62619.0,57776.0,65314.0,67125.0,71298.0,68309.0,75706.0,76780.0,
"Kodiak Island Borough, AK",59847.0,66935.0,61498.0,64782.0,67972.0,67515.0,74683.0,71118.0,74109.0,79669.0,72028.0,
"Lake and Peninsula Borough, AK",39794.0,47612.0,44657.0,43936.0,45570.0,42120.0,44310.0,47644.0,49403.0,51693.0,54386.0,
"Matanuska-Susitna Borough, AK",68670.0,68999.0,68109.0,72371.0,73981.0,76601.0,71793.0,72296.0,74649.0,75856.0,89502.0,
"Nome Census Area, AK",43147.0,44766.0,47022.0,46471.0,47160.0,52952.0,55974.0,53877.0,55318.0,58464.0,64309.0,
"North Slope Borough, AK",68744.0,73744.0,69138.0,74174.0,75682.0,70834.0,74998.0,82736.0,89276.0,84784.0,94759.0,
"Northwest Arctic Borough, AK",49466.0,54680.0,52945.0,54600.0,65192.0,53774.0,53692.0,53060.0,59337.0,61660.0,65194.0,
"Petersburg Census Area, AK",52294.0,54434.0,57728.0,58176.0,56655.0,63098.0,60540.0,59176.0,66075.0,71296.0,66096.0,
"Prince of Wales-Hyder Census Area, AK",40756.0,42649.0,44721.0,48175.0,43245.0,45305.0,48888.0,46488.0,49356.0,50049.0,53638.0,
"Sitka Borough/city, AK",58000.0,61956.0,61771.0,66038.0,65765.0,68472.0,72795.0,69501.0,71825.0,80660.0,79363.0,
"Skagway Municipality, AK",58550.0,61025.0,65379.0,63930.0,69170.0,65878.0,65112.0,66991.0,74635.0,74898.0,78421.0,
"Southeast Fairbanks Census Area, AK",54508.0,55617.0,56456.0,54922.0,59641.0,60203.0,59412.0,59382.0,63527.0,69646.0,64544.0,
"Valdez-Cordova Census Area, AK",60297.0,63887.0,65098.0,63541.0,73998.0,70101.0,69755.0,86196.0,68528.0,74574.0,,
"Kusilvak Census Area, AK",30883.0,33206.0,32860.0,31274.0,30877.0,,,,,,,
"Wrangell Borough/City, AK",42752.0,43120.0,47373.0,49039.0,52201.0,54500.0,56747.0,55696.0,57832.0,62496.0,64643.0,
"Yakutat City and Borough, AK",49331.0,47575.0,47565.0,56365.0,52595.0,53795.0,57687.0,59955.0,59523.0,61587.0,68352.0,
"Yukon-Koyukuk Census Area, AK",35177.0,33578.0,33998.0,35114.0,36708.0,37755.0,37906.0,37907.0,38912.0,42063.0,43060.0,
"Apache County, AZ",30651.0,30837.0,32886.0,30252.0,32366.0,31072.0,34040.0,33053.0,33652.0,35386.0,36319.0,
"Cochise County, AZ",43677.0,41237.0,43017.0,45294.0,45025.0,43451.0,45151.0,48966.0,49164.0,48650.0,51171.0,
"Coconino County, AZ",43051.0,45051.0,45509.0,48732.0,48653.0,51955.0,53643.0,54399.0,60187.0,58301.0,57146.0,
"Gila County, AZ",37430.0,35898.0,38267.0,39868.0,37677.0,41346.0,40747.0,38897.0,43585.0,45980.0,49280.0,
"Graham County, AZ",39299.0,40548.0,41080.0,43497.0,46046.0,44169.0,46714.0,46378.0,50157.0,50685.0,55419.0,
"Greenlee County, AZ",49592.0,51145.0,53312.0,54673.0,59416.0,58854.0,61110.0,63557.0,65818.0,68066.0,67530.0,
"La Paz County, AZ",33818.0,30679.0,35236.0,33994.0,32533.0,34835.0,34285.0,36389.0,37350.0,39407.0,41637.0,
"Maricopa County, AZ",50424.0,50785.0,51442.0,52066.0,53929.0,56017.0,58742.0,62221.0,65234.0,68634.0,71799.0,
"Mohave County, AZ",36446.0,35998.0,34966.0,38560.0,37704.0,40360.0,42003.0,42210.0,45129.0,49712.0,46678.0,
"Navajo County, AZ",37723.0,32425.0,34662.0,37182.0,35457.0,37658.0,37440.0,40883.0,40650.0,40676.0,46698.0,
"Pima County, AZ",44293.0,44102.0,44745.0,43926.0,45871.0,47107.0,47644.0,51392.0,53395.0,56150.0,56551.0,
"Pinal County, AZ",49833.0,45170.0,50362.0,49887.0,49876.0,50888.0,52642.0,53114.0,58848.0,62067.0,66992.0,
"Santa Cruz County, AZ",33952.0,35500.0,36660.0,35753.0,37465.0,34893.0,39090.0,39265.0,40545.0,47779.0,44402.0,
"Yavapai County, AZ",40562.0,41437.0,43397.0,40486.0,44145.0,47220.0,49824.0,49860.0,48758.0,54242.0,58860.0,
"Yuma County, AZ",40609.0,37894.0,39072.0,40498.0,39700.0,40426.0,42998.0,46013.0,44116.0,47024.0,54278.0,
"Arkansas County, AR",38129.0,37922.0,37907.0,38497.0,36409.0,41179.0,39726.0,43752.0,43887.0,52539.0,51186.0,
"Ashley County, AR",37042.0,37170.0,39276.0,36479.0,36176.0,39871.0,41277.0,40495.0,41127.0,47744.0,44677.0,
"Baxter County, AR",34421.0,33312.0,35315.0,36082.0,37873.0,36902.0,40147.0,43011.0,39686.0,41950.0,44833.0,
"Benton County, AR",52417.0,52644.0,52717.0,56518.0,57408.0,60294.0,64072.0,64728.0,68978.0,70775.0,78678.0,
"Boone County, AR",35532.0,38411.0,35848.0,38410.0,39779.0,40909.0,39881.0,41770.0,44482.0,50083.0,48153.0,
"Bradley County, AR",31047.0,31118.0,31940.0,31733.0,32734.0,37331.0,34114.0,35950.0,37729.0,39982.0,41578.0,
"Calhoun County, AR",36955.0,35464.0,36216.0,37497.0,39493.0,40526.0,33507.0,42484.0,44969.0,48415.0,50865.0,
"Carroll County, AR",33789.0,33579.0,34096.0,34109.0,36964.0,37587.0,37145.0,38297.0,45023.0,43841.0,45397.0,
"Chicot County, AR",27321.0,27966.0,26911.0,28006.0,29541.0,29968.0,29527.0,31810.0,31787.0,37014.0,35992.0,
"Clark County, AR",33433.0,34478.0,34482.0,36517.0,38504.0,37856.0,37247.0,40536.0,45408.0,44105.0,46464.0,
"Clay County, AR",31976.0,32564.0,32642.0,33488.0,33826.0,35324.0,36037.0,35164.0,37687.0,40686.0,43723.0,
"Cleburne County, AR",35472.0,42265.0,41337.0,41612.0,40555.0,43913.0,42397.0,43170.0,44902.0,46214.0,49964.0,
"Cleveland County, AR",40402.0,41864.0,41338.0,42414.0,43201.0,44123.0,45256.0,47812.0,47600.0,53773.0,57697.0,
"Columbia County, AR",34538.0,33533.0,35024.0,36927.0,37495.0,38057.0,35322.0,38488.0,40909.0,42964.0,44925.0,
"Conway County, AR",37475.0,37830.0,35832.0,38145.0,42348.0,43702.0,41892.0,43519.0,44565.0,46924.0,47049.0,
"Craighead County, AR",37780.0,39410.0,42437.0,41608.0,42851.0,42460.0,44091.0,49355.0,45615.0,47766.0,51797.0,
"Crawford County, AR",39672.0,37552.0,39367.0,39384.0,43466.0,46545.0,42941.0,44850.0,47363.0,44600.0,54534.0,
"Crittenden County, AR",33938.0,34905.0,36588.0,37726.0,35455.0,37371.0,37627.0,39272.0,42606.0,41976.0,47545.0,
"Cross County, AR",35080.0,35268.0,35839.0,35438.0,38597.0,39132.0,40970.0,41661.0,41214.0,45273.0,40587.0,
"Dallas County, AR",31350.0,30728.0,30984.0,32591.0,34018.0,33352.0,33679.0,33739.0,37259.0,41314.0,34649.0,
"Desha County, AR",29586.0,30186.0,30298.0,30241.0,33028.0,30987.0,32392.0,33228.0,36132.0,37005.0,37421.0,
"Drew County, AR",34952.0,35627.0,33682.0,35249.0,36801.0,39339.0,40441.0,41339.0,42494.0,44162.0,46787.0,
"Faulkner County, AR",46199.0,49314.0,49843.0,49936.0,51436.0,51157.0,50909.0,51535.0,53882.0,58482.0,57367.0,
"Franklin County, AR",38514.0,38245.0,39763.0,38874.0,40404.0,41933.0,40091.0,41140.0,43696.0,45670.0,47256.0,
"Fulton County, AR",30191.0,33696.0,31988.0,33439.0,33347.0,34717.0,33451.0,35723.0,35630.0,32926.0,39839.0,
"Garland County, AR",36690.0,35651.0,39617.0,39057.0,40621.0,37723.0,42087.0,44662.0,43610.0,45786.0,46459.0,
"Grant County, AR",45347.0,46538.0,47421.0,47089.0,46067.0,47652.0,54411.0,54819.0,52050.0,58566.0,62077.0,
"Greene County, AR",36391.0,37893.0,38771.0,40840.0,42572.0,43996.0,45208.0,46029.0,46512.0,47098.0,53821.0,
"Hempstead County, AR",31786.0,30922.0,32292.0,33715.0,33136.0,34560.0,38769.0,39505.0,38682.0,40867.0,42790.0,
"Hot Spring County, AR",37243.0,38082.0,41754.0,39927.0,37831.0,39851.0,46313.0,42329.0,47205.0,45860.0,49582.0,
"Howard County, AR",32543.0,33079.0,33049.0,32740.0,37336.0,33199.0,36166.0,36744.0,40199.0,41427.0,40566.0,
"Independence County, AR",35888.0,34690.0,37818.0,37761.0,41085.0,38241.0,42520.0,42332.0,45596.0,47903.0,50834.0,
"Izard County, AR",29883.0,31245.0,29663.0,33308.0,32744.0,35355.0,36987.0,37958.0,37828.0,40233.0,41787.0,
"Jackson County, AR",30405.0,32750.0,30604.0,32923.0,32427.0,32571.0,35098.0,36235.0,36573.0,38636.0,40789.0,
"Jefferson County, AR",35092.0,37704.0,36346.0,36169.0,35927.0,36990.0,38485.0,38677.0,38596.0,40555.0,40588.0,
"Johnson County, AR",32326.0,34182.0,34322.0,33634.0,34923.0,35877.0,37205.0,39798.0,39381.0,40396.0,39439.0,
"Lafayette County, AR",29084.0,30057.0,28857.0,30642.0,32225.0,33864.0,32288.0,33378.0,35527.0,37164.0,40007.0,
"Lawrence County, AR",32869.0,32678.0,29229.0,34740.0,34916.0,34808.0,39015.0,40777.0,40308.0,39604.0,41188.0,
"Lee County, AR",25944.0,27894.0,26046.0,27068.0,28006.0,28481.0,26912.0,28875.0,28080.0,30421.0,32502.0,
"Lincoln County, AR",35070.0,35854.0,36222.0,36062.0,37644.0,40216.0,35419.0,43821.0,44951.0,44272.0,47903.0,
"Little River County, AR",37260.0,38937.0,35406.0,36310.0,37691.0,39265.0,43567.0,42063.0,43559.0,43257.0,47125.0,
"Logan County, AR",36015.0,34000.0,33850.0,34090.0,36391.0,37924.0,39361.0,37676.0,41471.0,42249.0,43577.0,
"Lonoke County, AR",50021.0,49579.0,51212.0,55648.0,54459.0,56240.0,56247.0,54378.0,56651.0,62782.0,59623.0,
"Madison County, AR",34547.0,34292.0,33428.0,36358.0,39158.0,41007.0,39059.0,40568.0,42674.0,48016.0,45144.0,
"Marion County, AR",31438.0,32685.0,31516.0,34217.0,33181.0,34946.0,33950.0,39539.0,36581.0,38760.0,39888.0,
"Miller County, AR",37806.0,37728.0,38225.0,40005.0,40877.0,39005.0,38412.0,44325.0,42162.0,50905.0,43634.0,
"Mississippi County, AR",32169.0,33426.0,34058.0,34285.0,33577.0,34888.0,35846.0,39678.0,36718.0,39990.0,47892.0,
"Monroe County, AR",28637.0,27758.0,29032.0,29870.0,30682.0,30801.0,32906.0,32427.0,32922.0,34289.0,35833.0,
"Montgomery County, AR",32032.0,31603.0,32779.0,31763.0,34597.0,37813.0,36435.0,35500.0,38318.0,39591.0,42751.0,
"Nevada County, AR",32896.0,31590.0,32107.0,33341.0,30935.0,35914.0,37612.0,46687.0,37626.0,36528.0,41854.0,
"Newton County, AR",30965.0,31224.0,29316.0,31824.0,35895.0,33679.0,33107.0,34036.0,36078.0,37648.0,40698.0,
"Ouachita County, AR",35971.0,35095.0,32749.0,35006.0,34971.0,37987.0,36016.0,39576.0,37624.0,46393.0,46374.0,
"Perry County, AR",39054.0,38858.0,40119.0,42328.0,40556.0,43020.0,43819.0,44118.0,45342.0,50560.0,46317.0,
"Phillips County, AR",26933.0,26892.0,26013.0,25894.0,28171.0,28224.0,29073.0,27663.0,29945.0,31521.0,35167.0,
"Pike County, AR",31569.0,30054.0,33144.0,35592.0,36893.0,36266.0,34821.0,37493.0,41534.0,44426.0,43133.0,
"Poinsett County, AR",32130.0,30761.0,32248.0,34113.0,35851.0,32756.0,36125.0,39778.0,37370.0,40536.0,36150.0,
"Polk County, AR",29938.0,31030.0,31749.0,31818.0,33127.0,34723.0,32941.0,35678.0,39048.0,39722.0,42915.0,
"Pope County, AR",39040.0,38095.0,40206.0,39704.0,39909.0,41074.0,42916.0,45803.0,45788.0,47519.0,46350.0,
"Prairie County, AR",36898.0,36088.0,36191.0,38921.0,39896.0,39518.0,40340.0,43139.0,43245.0,46205.0,48478.0,
"Pulaski County, AR",44733.0,43898.0,44819.0,46526.0,45698.0,46473.0,47966.0,52361.0,49957.0,52684.0,56171.0,
"Randolph County, AR",33401.0,33210.0,33870.0,33148.0,37761.0,34730.0,38647.0,35989.0,37799.0,42875.0,46495.0,
"St. Francis County, AR",29825.0,28467.0,32932.0,29011.0,30489.0,31625.0,39675.0,31561.0,33257.0,34389.0,37759.0,
"Saline County, AR",53430.0,54372.0,57787.0,54921.0,55915.0,56926.0,63618.0,61384.0,63677.0,66944.0,70550.0,
"Scott County, AR",29633.0,31163.0,30630.0,32404.0,33202.0,36028.0,34245.0,33354.0,35826.0,38065.0,41230.0,
"Searcy County, AR",27896.0,26990.0,26330.0,27299.0,31765.0,30427.0,29747.0,30640.0,31659.0,34712.0,33814.0,
"Sebastian County, AR",38724.0,38404.0,38730.0,41685.0,39907.0,41452.0,42559.0,44058.0,46843.0,48945.0,48627.0,
"Sevier County, AR",35279.0,30899.0,32662.0,33698.0,37014.0,41848.0,38697.0,41649.0,44100.0,43493.0,45838.0,
"Sharp County, AR",28933.0,28760.0,30076.0,31224.0,32101.0,32095.0,32379.0,34266.0,36032.0,37591.0,40437.0,
"Stone County, AR",29182.0,29182.0,28442.0,27522.0,30010.0,32023.0,31955.0,32778.0,34009.0,36930.0,36148.0,
"Union County, AR",36934.0,37193.0,40026.0,38132.0,40841.0,42195.0,41546.0,43827.0,45335.0,46602.0,47857.0,
"Van Buren County, AR",32142.0,34513.0,35876.0,35111.0,32975.0,38306.0,38166.0,36244.0,40486.0,38096.0,42345.0,
"Washington County, AR",39692.0,39230.0,41856.0,43302.0,45589.0,46418.0,46367.0,50400.0,50893.0,52158.0,57712.0,
"White County, AR",39974.0,42958.0,40950.0,43363.0,42044.0,42508.0,44329.0,44088.0,44811.0,46388.0,43765.0,
"Woodruff County, AR",27003.0,27357.0,29184.0,29159.0,29969.0,31013.0,30400.0,32271.0,34306.0,36568.0,37634.0,
"Yell County, AR",33522.0,33747.0,38322.0,34679.0,37080.0,37415.0,38658.0,40325.0,41729.0,44469.0,48728.0,
"Alameda County, CA",66937.0,67295.0,70209.0,72128.0,76996.0,81462.0,89472.0,95550.0,101744.0,107589.0,113518.0,
"Alpine County, CA",44241.0,46706.0,46336.0,49392.0,53003.0,50882.0,57481.0,55755.0,55384.0,58112.0,64542.0,
"Amador County, CA",49516.0,51553.0,51388.0,52357.0,54610.0,55879.0,59789.0,60588.0,58515.0,62640.0,68141.0,
"Butte County, CA",41168.0,39208.0,40748.0,42395.0,42302.0,45369.0,45097.0,48634.0,50945.0,58394.0,54718.0,
"Calaveras County, CA",50745.0,50599.0,50962.0,52598.0,53321.0,52471.0,57990.0,58536.0,62984.0,68248.0,66329.0,
"Colusa County, CA",44981.0,47469.0,49871.0,48897.0,48006.0,51118.0,54861.0,53595.0,57249.0,59048.0,59422.0,
"Contra Costa County, CA",73678.0,74241.0,74208.0,78909.0,80338.0,83036.0,90920.0,95062.0,101463.0,106555.0,106484.0,
"Del Norte County, CA",35438.0,35598.0,37305.0,38663.0,41419.0,38963.0,39458.0,39996.0,48518.0,48979.0,47442.0,
"El Dorado County, CA",65201.0,61970.0,68446.0,63002.0,70235.0,75575.0,75100.0,78464.0,81869.0,86202.0,87792.0,
"Fresno County, CA",44869.0,42572.0,41563.0,43741.0,43338.0,46608.0,48323.0,51452.0,52318.0,56926.0,61401.0,
"Glenn County, CA",40859.0,40221.0,41201.0,42129.0,43755.0,43584.0,46141.0,49979.0,47365.0,55682.0,57779.0,
"Humboldt County, CA",38254.0,39526.0,39837.0,40882.0,40581.0,40739.0,43164.0,46123.0,49471.0,51134.0,56071.0,
"Imperial County, CA",39261.0,36898.0,38185.0,40106.0,38737.0,39925.0,43327.0,43413.0,46633.0,48102.0,47599.0,
"Inyo County, CA",44507.0,44928.0,45748.0,45784.0,49267.0,51697.0,53350.0,53528.0,53793.0,59605.0,55981.0,
"Kern County, CA",45045.0,44903.0,45599.0,46688.0,47451.0,51150.0,49812.0,49904.0,51586.0,53245.0,58583.0,
"Kings County, CA",44020.0,48319.0,45464.0,45794.0,44490.0,46440.0,51320.0,55076.0,58255.0,57297.0,60319.0,
"Lake County, CA",35914.0,35882.0,35437.0,36973.0,36333.0,37993.0,40818.0,45797.0,45086.0,46897.0,52345.0,
"Lassen County, CA",50093.0,47938.0,47480.0,50487.0,49995.0,54670.0,49793.0,58776.0,57705.0,53613.0,63803.0,
"Los Angeles County, CA",52595.0,52239.0,52929.0,54443.0,55686.0,59045.0,61308.0,64912.0,67986.0,72721.0,75624.0,
"Madera County, CA",43596.0,44795.0,42054.0,41223.0,43171.0,46593.0,49467.0,50783.0,53632.0,61105.0,68744.0,
"Marin County, CA",82383.0,78470.0,88654.0,94347.0,94549.0,99868.0,103488.0,112735.0,122933.0,112069.0,127601.0,
"Mariposa County, CA",42222.0,42175.0,43166.0,45251.0,47781.0,44595.0,51233.0,52387.0,51402.0,52760.0,56887.0,
